relig,cappun,age,educ
jewish,favor,83.0,11.0
jewish,favor,55.0,12.0
jewish,favor,75.0,12.0
catholic,,31.0,18.0
catholic,,54.0,18.0
none,oppose,29.0,18.0
protestant,favor,23.0,15.0
protestant,oppose,61.0,12.0
catholic,,63.0,4.0
catholic,favor,33.0,10.0
protestant,oppose,36.0,14.0
catholic,,39.0,8.0
other,,55.0,15.0
catholic,oppose,55.0,16.0
catholic,favor,34.0,16.0
catholic,oppose,36.0,14.0
catholic,,44.0,18.0
jewish,oppose,80.0,18.0
catholic,oppose,32.0,16.0
catholic,,37.0,5.0
none,oppose,32.0,13.0
catholic,favor,49.0,16.0
catholic,oppose,45.0,16.0
protestant,oppose,36.0,18.0
protestant,oppose,23.0,16.0
protestant,oppose,29.0,16.0
protestant,favor,30.0,14.0
catholic,favor,40.0,16.0
protestant,,26.0,11.0
none,favor,66.0,12.0
catholic,favor,53.0,14.0
catholic,favor,20.0,12.0
catholic,favor,63.0,12.0
catholic,favor,41.0,6.0
protestant,oppose,33.0,14.0
catholic,favor,34.0,12.0
catholic,favor,61.0,16.0
other,favor,29.0,18.0
catholic,favor,45.0,13.0
protestant,favor,31.0,14.0
none,favor,20.0,14.0
other,,28.0,18.0
protestant,oppose,34.0,18.0
none,favor,45.0,13.0
protestant,favor,35.0,16.0
none,favor,48.0,16.0
protestant,oppose,47.0,13.0
protestant,favor,39.0,19.0
protestant,favor,20.0,13.0
protestant,,27.0,15.0
protestant,favor,36.0,12.0
catholic,,78.0,15.0
catholic,oppose,42.0,12.0
protestant,oppose,31.0,16.0
catholic,,44.0,16.0
catholic,favor,39.0,12.0
none,favor,19.0,11.0
catholic,favor,37.0,12.0
protestant,oppose,48.0,16.0
catholic,favor,39.0,15.0
protestant,favor,45.0,14.0
protestant,oppose,46.0,20.0
catholic,favor,23.0,16.0
catholic,oppose,37.0,16.0
catholic,favor,27.0,13.0
catholic,favor,23.0,16.0
protestant,favor,31.0,16.0
protestant,favor,30.0,14.0
protestant,favor,77.0,16.0
protestant,favor,41.0,13.0
protestant,favor,70.0,12.0
protestant,favor,81.0,8.0
other,favor,41.0,12.0
protestant,favor,41.0,12.0
protestant,oppose,69.0,12.0
protestant,favor,41.0,12.0
catholic,oppose,32.0,9.0
protestant,favor,29.0,14.0
catholic,favor,51.0,13.0
none,favor,35.0,16.0
catholic,favor,36.0,14.0
protestant,favor,41.0,12.0
protestant,favor,62.0,18.0
protestant,oppose,44.0,12.0
protestant,favor,64.0,12.0
protestant,favor,49.0,15.0
catholic,favor,62.0,12.0
catholic,oppose,62.0,18.0
catholic,favor,49.0,13.0
catholic,favor,49.0,15.0
protestant,,45.0,18.0
catholic,favor,75.0,16.0
catholic,favor,75.0,16.0
none,oppose,18.0,11.0
catholic,favor,31.0,16.0
protestant,favor,27.0,11.0
protestant,favor,45.0,15.0
protestant,oppose,27.0,16.0
other,favor,31.0,20.0
none,favor,28.0,13.0
protestant,favor,52.0,14.0
protestant,favor,69.0,7.0
other,favor,43.0,12.0
catholic,favor,28.0,16.0
catholic,favor,52.0,14.0
protestant,favor,41.0,14.0
catholic,favor,37.0,17.0
protestant,,36.0,12.0
none,favor,24.0,12.0
none,oppose,51.0,19.0
protestant,oppose,57.0,17.0
catholic,oppose,72.0,16.0
catholic,favor,45.0,18.0
catholic,favor,32.0,18.0
catholic,favor,64.0,15.0
protestant,oppose,63.0,9.0
protestant,oppose,50.0,15.0
protestant,oppose,71.0,7.0
none,favor,59.0,16.0
other,favor,30.0,16.0
protestant,favor,37.0,12.0
protestant,,54.0,8.0
protestant,favor,43.0,6.0
protestant,oppose,,18.0
protestant,,62.0,12.0
protestant,oppose,60.0,14.0
catholic,oppose,60.0,13.0
protestant,oppose,46.0,16.0
protestant,oppose,28.0,13.0
protestant,favor,30.0,12.0
protestant,favor,27.0,15.0
protestant,favor,45.0,12.0
protestant,favor,51.0,16.0
protestant,favor,38.0,16.0
protestant,favor,44.0,20.0
protestant,favor,40.0,18.0
protestant,favor,50.0,13.0
protestant,favor,51.0,12.0
protestant,favor,40.0,14.0
protestant,favor,34.0,14.0
protestant,favor,54.0,12.0
protestant,favor,59.0,20.0
catholic,favor,36.0,12.0
protestant,favor,35.0,14.0
protestant,oppose,30.0,14.0
catholic,favor,34.0,16.0
catholic,,32.0,12.0
protestant,favor,73.0,12.0
protestant,favor,66.0,16.0
catholic,favor,33.0,16.0
protestant,favor,38.0,17.0
none,,49.0,20.0
protestant,oppose,56.0,18.0
jewish,favor,55.0,20.0
catholic,oppose,61.0,20.0
catholic,,34.0,16.0
catholic,oppose,43.0,17.0
catholic,oppose,37.0,16.0
protestant,,48.0,16.0
other,favor,43.0,16.0
catholic,favor,65.0,15.0
catholic,favor,35.0,12.0
protestant,oppose,82.0,15.0
catholic,oppose,62.0,12.0
catholic,favor,59.0,12.0
catholic,favor,38.0,12.0
protestant,,43.0,15.0
catholic,favor,31.0,12.0
catholic,favor,30.0,14.0
jewish,favor,40.0,16.0
catholic,favor,27.0,17.0
protestant,favor,52.0,16.0
none,favor,32.0,12.0
protestant,favor,70.0,15.0
protestant,favor,55.0,13.0
protestant,favor,53.0,16.0
protestant,favor,35.0,12.0
protestant,oppose,,20.0
protestant,oppose,30.0,12.0
protestant,favor,79.0,8.0
protestant,favor,72.0,8.0
catholic,favor,81.0,6.0
catholic,favor,76.0,14.0
catholic,favor,30.0,16.0
protestant,favor,45.0,12.0
protestant,favor,34.0,12.0
protestant,favor,71.0,12.0
protestant,oppose,43.0,16.0
jewish,favor,37.0,19.0
protestant,favor,35.0,13.0
catholic,oppose,80.0,12.0
protestant,favor,75.0,12.0
protestant,favor,67.0,14.0
protestant,,42.0,12.0
protestant,favor,76.0,12.0
protestant,favor,67.0,16.0
other,favor,55.0,12.0
protestant,oppose,66.0,20.0
jewish,favor,69.0,16.0
protestant,favor,57.0,14.0
catholic,oppose,57.0,18.0
protestant,favor,85.0,11.0
protestant,favor,74.0,14.0
none,,36.0,17.0
catholic,favor,32.0,18.0
catholic,,46.0,18.0
catholic,favor,30.0,14.0
protestant,favor,59.0,13.0
catholic,oppose,39.0,17.0
protestant,favor,49.0,14.0
protestant,favor,51.0,13.0
protestant,favor,73.0,10.0
protestant,favor,47.0,6.0
protestant,favor,53.0,18.0
protestant,favor,41.0,13.0
protestant,favor,38.0,11.0
protestant,favor,54.0,12.0
protestant,favor,58.0,17.0
protestant,favor,52.0,13.0
protestant,favor,33.0,15.0
catholic,favor,71.0,6.0
protestant,oppose,59.0,12.0
protestant,favor,33.0,14.0
catholic,favor,50.0,12.0
catholic,oppose,51.0,14.0
jewish,favor,60.0,12.0
catholic,favor,69.0,12.0
catholic,favor,41.0,17.0
protestant,,49.0,16.0
catholic,favor,57.0,12.0
catholic,oppose,77.0,10.0
catholic,favor,50.0,12.0
catholic,favor,41.0,12.0
jewish,favor,50.0,16.0
jewish,favor,53.0,13.0
none,favor,34.0,16.0
catholic,favor,47.0,12.0
protestant,oppose,45.0,14.0
protestant,oppose,35.0,19.0
catholic,favor,72.0,8.0
catholic,oppose,37.0,14.0
none,oppose,41.0,17.0
catholic,favor,27.0,14.0
catholic,favor,27.0,16.0
protestant,favor,50.0,14.0
protestant,favor,28.0,16.0
none,oppose,31.0,16.0
catholic,oppose,51.0,12.0
other,oppose,25.0,9.0
catholic,favor,41.0,11.0
none,,26.0,15.0
protestant,,20.0,12.0
none,favor,21.0,12.0
protestant,favor,43.0,16.0
protestant,favor,44.0,16.0
catholic,favor,43.0,15.0
protestant,favor,39.0,15.0
catholic,favor,54.0,16.0
protestant,favor,47.0,14.0
catholic,oppose,77.0,15.0
catholic,favor,47.0,18.0
protestant,favor,27.0,9.0
protestant,favor,39.0,10.0
catholic,oppose,54.0,12.0
catholic,favor,44.0,12.0
protestant,favor,27.0,14.0
catholic,favor,37.0,12.0
protestant,oppose,22.0,15.0
protestant,favor,52.0,9.0
protestant,favor,76.0,10.0
catholic,favor,54.0,12.0
catholic,favor,65.0,13.0
catholic,favor,71.0,14.0
catholic,oppose,49.0,8.0
protestant,favor,24.0,12.0
protestant,favor,43.0,13.0
protestant,favor,41.0,15.0
protestant,favor,41.0,12.0
protestant,oppose,46.0,12.0
catholic,oppose,65.0,12.0
protestant,favor,33.0,16.0
protestant,,33.0,14.0
protestant,favor,45.0,12.0
other,oppose,25.0,18.0
catholic,oppose,24.0,16.0
catholic,favor,45.0,12.0
catholic,favor,65.0,12.0
catholic,,44.0,12.0
protestant,,30.0,12.0
catholic,favor,72.0,8.0
protestant,favor,46.0,12.0
protestant,favor,64.0,13.0
protestant,favor,75.0,12.0
protestant,favor,71.0,16.0
protestant,oppose,41.0,20.0
catholic,favor,69.0,12.0
none,favor,37.0,18.0
none,favor,36.0,14.0
protestant,,39.0,16.0
jewish,oppose,52.0,17.0
protestant,favor,44.0,14.0
protestant,favor,21.0,13.0
protestant,favor,42.0,12.0
catholic,favor,35.0,19.0
protestant,favor,26.0,13.0
protestant,favor,48.0,12.0
protestant,favor,68.0,13.0
catholic,favor,26.0,12.0
protestant,favor,25.0,15.0
none,favor,36.0,12.0
none,favor,55.0,12.0
protestant,favor,41.0,14.0
catholic,favor,43.0,12.0
protestant,favor,66.0,12.0
protestant,favor,42.0,17.0
catholic,favor,29.0,16.0
catholic,oppose,41.0,16.0
catholic,oppose,19.0,11.0
catholic,favor,47.0,18.0
protestant,,49.0,13.0
protestant,favor,58.0,12.0
protestant,favor,19.0,12.0
none,favor,35.0,12.0
protestant,,30.0,12.0
protestant,favor,42.0,15.0
protestant,favor,54.0,12.0
protestant,favor,43.0,12.0
protestant,favor,33.0,16.0
protestant,favor,21.0,12.0
protestant,favor,26.0,12.0
protestant,favor,42.0,12.0
protestant,favor,34.0,17.0
protestant,favor,25.0,15.0
catholic,favor,43.0,11.0
none,favor,65.0,14.0
catholic,favor,20.0,12.0
none,oppose,22.0,15.0
catholic,favor,23.0,15.0
protestant,favor,22.0,15.0
catholic,favor,22.0,15.0
protestant,favor,20.0,13.0
other,oppose,41.0,13.0
protestant,favor,21.0,11.0
other,favor,33.0,12.0
protestant,oppose,87.0,12.0
protestant,oppose,77.0,12.0
protestant,favor,40.0,12.0
protestant,favor,25.0,16.0
protestant,favor,51.0,12.0
protestant,oppose,32.0,13.0
protestant,,30.0,14.0
catholic,,86.0,8.0
protestant,,40.0,16.0
catholic,favor,46.0,12.0
protestant,favor,40.0,12.0
protestant,favor,43.0,10.0
protestant,oppose,46.0,12.0
protestant,,70.0,13.0
none,favor,32.0,12.0
protestant,favor,37.0,12.0
protestant,favor,53.0,12.0
protestant,favor,32.0,12.0
protestant,favor,52.0,6.0
protestant,favor,71.0,16.0
protestant,favor,43.0,12.0
protestant,favor,25.0,12.0
protestant,favor,46.0,12.0
catholic,favor,66.0,14.0
catholic,favor,42.0,12.0
catholic,favor,38.0,11.0
protestant,oppose,23.0,14.0
protestant,oppose,59.0,8.0
protestant,favor,35.0,12.0
protestant,favor,62.0,14.0
catholic,oppose,19.0,11.0
protestant,favor,19.0,11.0
protestant,favor,58.0,14.0
protestant,favor,59.0,16.0
protestant,favor,19.0,11.0
protestant,,68.0,9.0
protestant,favor,47.0,13.0
protestant,favor,19.0,11.0
protestant,favor,35.0,11.0
protestant,oppose,44.0,12.0
protestant,favor,50.0,11.0
protestant,favor,41.0,11.0
protestant,oppose,38.0,14.0
protestant,,36.0,18.0
other,favor,43.0,13.0
catholic,favor,35.0,12.0
catholic,,25.0,12.0
none,oppose,25.0,14.0
catholic,,25.0,16.0
protestant,favor,73.0,14.0
none,favor,36.0,16.0
catholic,favor,35.0,13.0
catholic,favor,67.0,12.0
catholic,,51.0,13.0
catholic,oppose,58.0,12.0
catholic,favor,40.0,12.0
catholic,favor,68.0,13.0
none,favor,19.0,8.0
protestant,favor,52.0,12.0
catholic,favor,40.0,13.0
protestant,favor,53.0,13.0
protestant,favor,63.0,14.0
protestant,favor,75.0,16.0
protestant,favor,38.0,12.0
protestant,favor,38.0,14.0
catholic,favor,49.0,16.0
other,favor,50.0,14.0
protestant,favor,78.0,14.0
protestant,favor,57.0,8.0
protestant,oppose,69.0,12.0
catholic,favor,68.0,12.0
protestant,favor,72.0,14.0
protestant,favor,58.0,12.0
protestant,favor,45.0,13.0
protestant,favor,20.0,12.0
protestant,favor,78.0,9.0
protestant,,52.0,14.0
protestant,favor,39.0,14.0
catholic,oppose,81.0,12.0
catholic,oppose,36.0,12.0
catholic,favor,51.0,0.0
protestant,favor,78.0,18.0
catholic,oppose,25.0,12.0
protestant,favor,41.0,12.0
protestant,favor,36.0,19.0
catholic,favor,33.0,16.0
protestant,favor,51.0,12.0
protestant,favor,47.0,14.0
protestant,favor,21.0,13.0
protestant,favor,59.0,12.0
protestant,favor,34.0,12.0
protestant,favor,23.0,11.0
protestant,favor,76.0,7.0
protestant,favor,40.0,12.0
protestant,,38.0,12.0
protestant,oppose,66.0,12.0
protestant,favor,73.0,7.0
protestant,,80.0,8.0
protestant,favor,57.0,6.0
protestant,favor,78.0,11.0
protestant,favor,66.0,12.0
protestant,favor,88.0,12.0
protestant,favor,58.0,12.0
protestant,favor,39.0,12.0
protestant,oppose,31.0,12.0
protestant,oppose,51.0,16.0
protestant,favor,37.0,17.0
protestant,favor,32.0,12.0
protestant,favor,73.0,8.0
protestant,favor,47.0,16.0
catholic,favor,71.0,16.0
protestant,favor,42.0,14.0
protestant,favor,75.0,12.0
protestant,oppose,72.0,10.0
protestant,favor,63.0,16.0
protestant,favor,89.0,8.0
none,favor,49.0,4.0
protestant,favor,64.0,12.0
protestant,favor,64.0,12.0
none,favor,46.0,12.0
protestant,oppose,76.0,8.0
protestant,favor,72.0,12.0
protestant,favor,77.0,13.0
protestant,favor,46.0,12.0
protestant,favor,24.0,14.0
protestant,favor,27.0,14.0
protestant,favor,21.0,9.0
protestant,favor,32.0,20.0
none,favor,40.0,20.0
protestant,favor,45.0,17.0
protestant,favor,26.0,12.0
protestant,favor,84.0,16.0
protestant,favor,46.0,20.0
protestant,favor,32.0,18.0
none,favor,36.0,16.0
protestant,favor,21.0,14.0
catholic,favor,30.0,14.0
none,favor,23.0,16.0
protestant,favor,51.0,12.0
protestant,favor,82.0,14.0
jewish,favor,40.0,19.0
protestant,favor,51.0,16.0
protestant,oppose,54.0,16.0
catholic,favor,61.0,12.0
catholic,favor,27.0,16.0
catholic,,55.0,6.0
protestant,oppose,33.0,
protestant,favor,61.0,8.0
protestant,favor,38.0,12.0
catholic,favor,36.0,12.0
protestant,favor,50.0,12.0
protestant,favor,67.0,4.0
protestant,,81.0,13.0
catholic,favor,50.0,17.0
protestant,oppose,63.0,17.0
none,favor,43.0,18.0
protestant,favor,39.0,17.0
protestant,favor,47.0,13.0
protestant,favor,44.0,14.0
catholic,favor,28.0,
catholic,favor,32.0,14.0
none,favor,20.0,13.0
protestant,favor,50.0,12.0
none,favor,31.0,14.0
protestant,favor,49.0,18.0
protestant,favor,62.0,14.0
protestant,favor,66.0,10.0
protestant,favor,29.0,14.0
none,favor,30.0,11.0
protestant,favor,34.0,15.0
protestant,oppose,63.0,12.0
catholic,oppose,43.0,16.0
protestant,favor,55.0,13.0
protestant,favor,39.0,11.0
protestant,favor,36.0,13.0
protestant,favor,77.0,16.0
none,favor,39.0,12.0
none,oppose,28.0,19.0
none,oppose,23.0,15.0
none,favor,21.0,14.0
protestant,favor,63.0,12.0
protestant,favor,46.0,14.0
protestant,favor,42.0,20.0
jewish,oppose,39.0,19.0
protestant,oppose,77.0,14.0
protestant,oppose,46.0,14.0
protestant,favor,28.0,13.0
protestant,oppose,87.0,10.0
protestant,favor,76.0,12.0
protestant,favor,84.0,16.0
catholic,favor,49.0,17.0
none,oppose,31.0,16.0
protestant,favor,56.0,18.0
catholic,favor,28.0,12.0
none,oppose,30.0,12.0
catholic,favor,24.0,12.0
none,favor,37.0,18.0
catholic,oppose,48.0,12.0
catholic,favor,45.0,13.0
protestant,favor,77.0,13.0
protestant,favor,73.0,19.0
protestant,favor,65.0,13.0
protestant,favor,74.0,12.0
protestant,favor,22.0,16.0
protestant,favor,19.0,11.0
catholic,favor,49.0,15.0
other,favor,40.0,12.0
catholic,favor,74.0,12.0
protestant,favor,89.0,16.0
none,favor,36.0,9.0
protestant,favor,35.0,12.0
none,favor,36.0,12.0
none,favor,37.0,13.0
protestant,favor,53.0,12.0
none,favor,74.0,16.0
protestant,favor,55.0,14.0
protestant,favor,39.0,16.0
catholic,,89.0,7.0
protestant,,74.0,11.0
protestant,oppose,89.0,12.0
protestant,favor,72.0,12.0
protestant,favor,52.0,18.0
catholic,favor,38.0,13.0
protestant,favor,52.0,14.0
protestant,favor,76.0,8.0
protestant,oppose,58.0,13.0
protestant,favor,70.0,12.0
none,favor,43.0,13.0
none,oppose,24.0,12.0
protestant,favor,74.0,11.0
protestant,favor,56.0,11.0
protestant,favor,73.0,10.0
catholic,favor,39.0,16.0
protestant,favor,87.0,13.0
catholic,,38.0,14.0
catholic,,28.0,14.0
protestant,favor,40.0,15.0
none,favor,24.0,9.0
protestant,favor,49.0,9.0
protestant,favor,42.0,12.0
protestant,favor,64.0,7.0
catholic,favor,63.0,9.0
protestant,favor,58.0,7.0
protestant,favor,59.0,12.0
protestant,favor,47.0,12.0
protestant,,88.0,8.0
none,,82.0,12.0
protestant,,87.0,13.0
protestant,favor,75.0,12.0
catholic,favor,43.0,12.0
catholic,,35.0,12.0
protestant,,35.0,12.0
catholic,favor,20.0,12.0
protestant,oppose,37.0,14.0
catholic,favor,24.0,14.0
catholic,oppose,62.0,9.0
protestant,oppose,28.0,16.0
protestant,favor,51.0,15.0
protestant,favor,44.0,12.0
protestant,favor,36.0,12.0
protestant,favor,77.0,15.0
none,favor,44.0,16.0
protestant,favor,73.0,12.0
protestant,favor,28.0,16.0
protestant,favor,51.0,13.0
protestant,favor,37.0,12.0
protestant,favor,64.0,11.0
none,favor,74.0,12.0
protestant,favor,57.0,10.0
protestant,favor,69.0,12.0
protestant,favor,33.0,11.0
protestant,oppose,56.0,10.0
protestant,favor,40.0,12.0
protestant,favor,47.0,12.0
none,favor,34.0,10.0
protestant,favor,47.0,12.0
protestant,,87.0,11.0
protestant,oppose,60.0,10.0
protestant,favor,70.0,6.0
protestant,favor,43.0,14.0
catholic,,43.0,16.0
protestant,favor,21.0,13.0
protestant,oppose,72.0,9.0
protestant,,81.0,13.0
protestant,oppose,82.0,12.0
protestant,,86.0,8.0
protestant,oppose,27.0,13.0
protestant,favor,77.0,8.0
protestant,favor,71.0,8.0
protestant,favor,62.0,12.0
protestant,,39.0,16.0
protestant,favor,45.0,12.0
protestant,,35.0,14.0
catholic,favor,42.0,14.0
protestant,favor,65.0,12.0
protestant,,26.0,16.0
protestant,favor,45.0,12.0
protestant,oppose,46.0,12.0
protestant,oppose,47.0,11.0
catholic,oppose,27.0,10.0
protestant,,30.0,12.0
protestant,favor,25.0,16.0
protestant,favor,29.0,16.0
protestant,favor,52.0,12.0
protestant,oppose,39.0,12.0
protestant,favor,52.0,12.0
protestant,favor,,10.0
protestant,favor,51.0,12.0
protestant,oppose,28.0,17.0
protestant,favor,30.0,12.0
protestant,favor,48.0,10.0
protestant,favor,36.0,12.0
protestant,favor,31.0,12.0
catholic,favor,29.0,12.0
catholic,favor,37.0,12.0
protestant,favor,55.0,13.0
protestant,favor,40.0,12.0
catholic,favor,20.0,13.0
,favor,46.0,11.0
protestant,oppose,72.0,12.0
protestant,oppose,27.0,14.0
protestant,favor,79.0,7.0
protestant,favor,73.0,6.0
protestant,oppose,75.0,5.0
protestant,oppose,72.0,2.0
protestant,oppose,75.0,6.0
protestant,favor,63.0,9.0
protestant,favor,21.0,14.0
protestant,favor,41.0,12.0
protestant,favor,33.0,9.0
protestant,favor,21.0,12.0
protestant,favor,29.0,11.0
protestant,oppose,40.0,12.0
protestant,favor,18.0,11.0
protestant,favor,73.0,10.0
protestant,favor,47.0,8.0
protestant,favor,73.0,8.0
catholic,oppose,58.0,7.0
protestant,oppose,40.0,11.0
protestant,oppose,81.0,4.0
protestant,favor,41.0,12.0
protestant,favor,73.0,8.0
protestant,favor,33.0,20.0
protestant,favor,52.0,16.0
protestant,favor,34.0,16.0
protestant,favor,58.0,13.0
protestant,favor,47.0,12.0
protestant,favor,79.0,16.0
protestant,favor,43.0,14.0
protestant,favor,63.0,14.0
protestant,favor,85.0,2.0
protestant,favor,45.0,14.0
protestant,favor,26.0,13.0
protestant,favor,42.0,14.0
protestant,favor,41.0,12.0
protestant,favor,53.0,7.0
protestant,favor,68.0,8.0
protestant,oppose,49.0,9.0
protestant,favor,41.0,12.0
protestant,favor,81.0,4.0
protestant,favor,65.0,13.0
protestant,favor,42.0,14.0
protestant,favor,26.0,12.0
protestant,favor,20.0,10.0
protestant,favor,57.0,8.0
protestant,favor,28.0,10.0
protestant,favor,50.0,12.0
protestant,oppose,43.0,18.0
protestant,favor,30.0,16.0
protestant,,58.0,14.0
protestant,oppose,22.0,16.0
protestant,favor,63.0,12.0
protestant,favor,65.0,10.0
protestant,favor,50.0,9.0
protestant,favor,75.0,12.0
protestant,favor,54.0,9.0
protestant,favor,33.0,18.0
protestant,favor,36.0,12.0
protestant,favor,82.0,16.0
protestant,favor,36.0,18.0
protestant,favor,48.0,12.0
protestant,favor,27.0,16.0
protestant,favor,49.0,7.0
protestant,favor,55.0,11.0
protestant,favor,37.0,13.0
protestant,favor,28.0,9.0
protestant,favor,21.0,12.0
protestant,favor,39.0,12.0
protestant,oppose,63.0,2.0
none,oppose,23.0,12.0
protestant,favor,18.0,11.0
protestant,favor,24.0,13.0
protestant,oppose,56.0,12.0
protestant,favor,31.0,12.0
protestant,favor,65.0,14.0
protestant,oppose,47.0,14.0
protestant,oppose,81.0,10.0
protestant,oppose,76.0,8.0
protestant,favor,48.0,16.0
protestant,oppose,54.0,7.0
protestant,favor,23.0,13.0
protestant,favor,60.0,12.0
protestant,favor,75.0,0.0
protestant,favor,75.0,13.0
protestant,favor,83.0,7.0
protestant,favor,46.0,14.0
protestant,oppose,35.0,17.0
protestant,favor,34.0,13.0
protestant,favor,67.0,6.0
protestant,oppose,25.0,12.0
protestant,favor,84.0,10.0
protestant,favor,47.0,7.0
protestant,favor,62.0,14.0
protestant,favor,62.0,12.0
protestant,favor,81.0,4.0
protestant,favor,42.0,12.0
protestant,oppose,46.0,11.0
protestant,oppose,40.0,15.0
catholic,favor,48.0,13.0
catholic,oppose,46.0,16.0
catholic,favor,20.0,13.0
protestant,favor,73.0,12.0
none,,38.0,14.0
protestant,favor,38.0,12.0
protestant,favor,76.0,7.0
protestant,favor,56.0,12.0
protestant,favor,38.0,16.0
none,favor,74.0,7.0
protestant,favor,69.0,13.0
protestant,favor,57.0,10.0
catholic,favor,58.0,13.0
protestant,oppose,76.0,13.0
catholic,oppose,35.0,16.0
catholic,oppose,36.0,13.0
none,,39.0,14.0
protestant,oppose,20.0,12.0
protestant,favor,43.0,16.0
protestant,favor,39.0,14.0
none,favor,48.0,16.0
protestant,favor,52.0,13.0
protestant,favor,82.0,19.0
none,favor,44.0,19.0
jewish,favor,38.0,14.0
protestant,oppose,44.0,13.0
catholic,favor,24.0,17.0
protestant,favor,35.0,16.0
protestant,favor,48.0,12.0
catholic,favor,78.0,7.0
catholic,favor,24.0,13.0
catholic,oppose,29.0,10.0
protestant,favor,36.0,14.0
catholic,favor,66.0,15.0
protestant,favor,54.0,14.0
catholic,favor,37.0,18.0
protestant,favor,55.0,17.0
protestant,,72.0,12.0
protestant,favor,78.0,12.0
none,favor,42.0,9.0
catholic,favor,75.0,5.0
catholic,favor,38.0,18.0
protestant,oppose,40.0,15.0
protestant,,62.0,16.0
jewish,favor,30.0,20.0
jewish,oppose,49.0,20.0
none,favor,43.0,18.0
catholic,,41.0,14.0
catholic,,57.0,10.0
catholic,favor,30.0,10.0
none,favor,36.0,8.0
protestant,favor,52.0,6.0
protestant,favor,,12.0
